Journal Name,Publisher,Initial Link,ISSN,APC,Quartile,Scopus Status,Review Time
Laryngo- Rhino- Otologie,Georg Thieme Verlag,https://www.thieme.de/de/laryngo-rhino-otologie/33169.htm,Not Available,Unknown,Q3,Indexed,Not Available
HNO,Springer Verlag,https://www.springer.com/journal/106/how-to-publish-with-us#Fees%20and%20Funding,Not Available,Unknown,Q3,Indexed,Not Available
Journal of the American Academy of Audiology,Not Available,https://www.thieme.in/journal-of-the-american-academy-of-audiology,Not Available,Unknown,Not Available,Not Available,Not Available
Toxicologic Pathology,SAGE Publications Inc.,https://journals.sagepub.com/author-instructions/TPX,Not Available,Unknown,Q2,Indexed,Not Available
International Journal of Paleopathology,Elsevier Inc.,https://www.elsevier.com/journals/international-journal-of-paleopathology/1879-9817/open-access-options,Not Available,Unknown,Q1,Indexed,Not Available
Journal of Comparative Pathology,W.B. Saunders Ltd,https://www.elsevier.com/journals/journal-of-comparative-pathology/0021-9975/open-access-options,Not Available,Unknown,Q2,Indexed,Not Available
Annales de Pathologie,Elsevier Masson s.r.l.,https://www.elsevier.com/journals/annales-de-pathologie/0242-6498/open-access-options,Not Available,Unknown,Q4,Indexed,Not Available
Primary Care,Fundacion MF,https://www.elsevier.com/journals/primary-care-clinics-in-office-practice/0095-4543/subscribe?subscriptiontype=institutional,"1667-5703, 1851-9776",No APC (DOAJ),Not Available,Likely Indexed,Not Available
Australian Journal of Primary Health,CSIRO Publishing,https://www.publish.csiro.au/py/forauthors/OpenAccess,Not Available,Unknown,Q2,Indexed,Not Available
Journal of Aging and Physical Activity,Human Kinetics Publishers Inc.,https://journals.humankinetics.com/view/journals/japa/japa-overview.xml?tab_body=author-guidelines,Not Available,Unknown,Q2,Indexed,Not Available
Journal of Applied Biomechanics,SAGE Publishing,https://journals.humankinetics.com/view/journals/jab/jab-overview.xml?tab_body=author-guidelines,2280-8000,Has APC (See https://journals.sagepub.com/author-instructions/JBF),Q2,Indexed,Not Available
Wilderness & Environmental Medicine,ELSEVIER SCIENCE INC Wilderness and Environmental MedicineE-ISSN: 15451534Publisher: Elsevier Ltd Journal of Wilderness MedicineE-ISSN: Publisher: Alliance Communications Group JOURNAL OF ENVIRONMENTAL SCIENCE AND HEALTH PART A-TOXIC/HAZARDOUS SUBSTANCES & ENVIRONMENTAL ENGINEERINGE-ISSN: 1532-4117Publisher: TAYLOR & FRANCIS INC Environmental sciences : an international journal of environmental physiology and toxicology.E-ISSN: Publisher: M Y U Scientific Publishing Division Journal of Environmental Science and Health - Part A Environmental Science and EngineeringE-ISSN: Publisher: Dekker Journal of Environmental Science and Health - Part A Environmental Science and Engineering and Toxic and Hazardous Substance ControlE-ISSN: Publisher: Marcel Dekker Inc. Journal of Environmental Science and Health - Part A Toxic/Hazardous Substances and Environmental EngineeringE-ISSN: 15324117Publisher: Marcel Dekker Inc. Journal of Environmental Science and Health - Part C Environmental Carcinogenesis and Ecotoxicology,https://www.elsevier.com/journals/wilderness-and-environmental-medicine/1080-6032/open-access-options,Not Available,Unknown,Not Available,Likely Indexed,Not Available
Tropical Doctor,SAGE Publications Ltd,https://journals.sagepub.com/author-instructions/TDO,Not Available,Unknown,Q3,Indexed,Not Available
Journal of Pediatric Urology,Elsevier Ltd,https://www.elsevier.com/journals/journal-of-pediatric-urology/1477-5131/open-access-options,Not Available,Unknown,Q2,Indexed,Not Available
Investigative and Clinical Urology,Korean Urological Association,https://icurology.org/index.php?body=charge,"2466-0493, 2466-054X",Free (MU Directory),Q1,Indexed,4 weeks
Urology Journal,Urology and Nephrology Research Centre,https://journals.sbmu.ac.ir/urolj/index.php/uj/about/submissions,Not Available,Unknown,Q3,Indexed,12 weeks
Néphrologie & Thérapeutique,Not Available,https://www.elsevier.com/journals/nephrologie-and-therapeutique/1769-7255/open-access-options,Not Available,Unknown,Not Available,Not Available,Not Available
Aktuelle Urologie,Georg Thieme Verlag,https://www.thieme.de/de/aktuelle-urologie/autoren-6937.htm,Not Available,Unknown,Q4,Indexed,Not Available
Journal of Medicinal Food,Mary Ann Liebert Inc.,https://ecommerce.liebertpub.com/personal-pricing/jmf,Not Available,Unknown,Q3,Indexed,Not Available
Food and Nutrition Bulletin,The National Nutrition Institute,https://journals.sagepub.com/author-instructions/FNB,"1110-0974, 2537-0987",Has APC (See https://bnni.journals.ekb.eg/journal/authors.note),Q2,Indexed,Not Available
Lipids,BMC,https://aocs.onlinelibrary.wiley.com/hub/journal/15589307/fundedaccess.html,1476-511X,Has APC (See https://lipidworld.biomedcentral.com/about),Q2,Indexed,Not Available
Asia Pacific Journal of Clinical Nutrition,HEC Press,https://apjcn.nhri.org.tw/server/APJCN/authorguide.pdf,Not Available,Unknown,Q3,Indexed,Not Available
Ecology of Food and Nutrition,Universidad de Guadalajara,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=gefn20#open-access,2954-4947,No APC (DOAJ),Q2,Indexed,Not Available
Pharmacopsychiatry,Georg Thieme Verlag,https://www.thieme.de/de/pharmacopsychiatry/27339.htm,Not Available,Unknown,Q1,Indexed,Not Available
Journal of Psychiatric Practice,"Helwan University, Faculty of Nursing",https://journals.lww.com/practicalpsychiatry/Pages/subscription-services.aspx,"2735-5799, 2786-0183",Has APC (See https://hijnrp.journals.ekb.eg/journal/authors.note),Q3,Indexed,Not Available
Archives of Psychiatric Nursing,Not Available,https://www.elsevier.com/journals/archives-of-psychiatric-nursing/0883-9417/open-access-options,Not Available,Unknown,Not Available,Not Available,Not Available
Clinical Child Psychology and Psychiatry,Mesut Çetin,https://journals.sagepub.com/author-instructions/CCP,2475-0581,Has APC (See http://psychiatry-psychopharmacology.com/en/aims-and-scope-103),Q1,Indexed,Not Available
Journal of the American Psychiatric Nurses Association,SAGE Publications Inc.,https://journals.sagepub.com/author-instructions/JAP,Not Available,Unknown,Q2,Indexed,Not Available
International Clinical Psychopharmacology,Lippincott Williams and Wilkins Ltd.,https://journals.lww.com/intclinpsychopharm/_layouts/15/1033/oaks.journals/subscriptionservices.aspx,Not Available,Unknown,Q2,Indexed,Not Available
Psychiatria Polska,Polish Psychiatric Association,"https://www.psychiatriapolska.pl/For-Authors,1777.html",Not Available,Unknown,Q3,Indexed,Not Available
International Journal of Psychiatry in Medicine,Wiley,https://journals.sagepub.com/author-instructions/IJP,"1049-8931, 1557-0657",Has APC (See https://onlinelibrary.wiley.com/page/journal/15570657/article_publication_charges.html),Q3,Indexed,Not Available
Zeitschrift für Psychosomatische Medizin und Psychotherapie,Not Available,https://www.vr-elibrary.de/zptm/about#submit,Not Available,Unknown,Not Available,Not Available,Not Available
Neurocase,Taylor and Francis Ltd.,https://www.tandfonline.com/pricing/journal/nncs20,Not Available,Unknown,Q2,Indexed,Not Available
Substance Use & Misuse,"TAYLOR & FRANCIS INC SUBSTANCE USE & MISUSEE-ISSN: 1532-2491Publisher: TAYLOR & FRANCIS INC Substance Use and MisuseE-ISSN: 15322491Publisher: Marcel Dekker Inc. Journal of Substance MisuseE-ISSN: Publisher: Taylor & Francis Substance and alcohol actions/misuseE-ISSN: Publisher: Pergamon Press Ltd. JOURNAL OF SUBSTANCE USEE-ISSN: 1475-9942Publisher: TAYLOR & FRANCIS INC Journal of Substance UseE-ISSN: Publisher: Taylor & Francis Mental Health and Substance Use: Dual DiagnosisE-ISSN: Publisher: Routledge, Taylor & Francis Group JOURNAL OF LAND USE SCIENCEE-ISSN: 1747-4248Publisher: TAYLOR & FRANCIS LTD SOIL USE AND MANAGEMENTE-ISSN: 1475-2743Publisher: WILEY JOURNAL OF TRANSPORT AND LAND USEE-ISSN: 1938-7849Publisher: UNIV MINNESOTA, CENTER TRANSPORTATION STUDIES LAND USE POLICYE-ISSN: 1873-5754Publisher: ELSEVIER SCI LTD TEMA-JOURNAL OF LAND USE MOBILITY AND ENVIRONMENTE-ISSN: 1970-9870Publisher: UNIV STUDI NAPOLI FEDERICO II, DIPT PIANIFICAZIONE & SCIENZA TERRITORIO TOBACCO USE INSIGHTSE-ISSN: 1179-173XPublisher: SAGE PUBLICATIONS LTD Tobacco Use InsightsE-ISSN: 1179-173XPublisher: SAGE PublishingNot getting the journal you are searching for? So it most likely not indexed in Scopus, WOS, PubMed, DOAJ, UGC CARE. You might also try: Enter the correct title.Check the spelling of the wordsMake sure you have added spaces between words",https://www.tandfonline.com/pricing/journal/isum20,Not Available,Unknown,Not Available,Likely Indexed,Not Available
Nordic Journal of Psychiatry,Informa Healthcare,https://www.tandfonline.com/pricing/journal/ipsc20,Not Available,Unknown,Q2,Indexed,Not Available
Cognitive Neuropsychiatry,Cambridge University Press,https://www.tandfonline.com/pricing/journal/pcnp20,"0924-9338, 1778-3585",Has APC (See https://www.cambridge.org/core/journals/european-psychiatry/information/author-instructions/fees-and-pricing),Q2,Indexed,Not Available
Issues in Mental Health Nursing,Informa Healthcare,https://www.tandfonline.com/pricing/journal/imhn20,Not Available,Unknown,Q2,Indexed,Not Available
Journal of the Academy of Consultation-Liaison Psychiatry,Elsevier B.V.,https://www.elsevier.com/journals/journal-of-the-academy-of-consultation-liaison-psychiatry/2667-2960/open-access-options,Not Available,Unknown,Q2,Indexed,Not Available
Traffic Injury Prevention,"Technology and Society, Faculty of Engineering, LTH, Lund University",https://www.tandfonline.com/toc/gcpi20/current,2004-3082,Has APC (See https://tsr.international/TSR/financing#PublicationFees),Q2,Indexed,Not Available
High Altitude Medicine & Biology,"MARY ANN LIEBERT, INC High Altitude Medicine and BiologyE-ISSN: Publisher: Mary Ann Liebert Inc. High Altitude Medicine & BiologyE-ISSN: 1557-8682Publisher: Mary Ann Liebert, Inc. HIGH TEMPERATURES-HIGH PRESSURESE-ISSN: 1472-3441Publisher: OLD CITY PUBLISHING INC High Temperatures - High PressuresE-ISSN: Publisher: Old City Publishing Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Annual International ConferenceE-ISSN: 26940604Publisher: Institute of Electrical and Electronics Engineers Inc. Proceedings of the Society for Experimental Biology and Medicine. Society for Experimental Biology and Medicine (New York, N. Y.)E-ISSN: Publisher: Society for Experimental Biology and Medicine JOURNAL OF INVESTIGATIVE MEDICINE HIGH IMPACT CASE REPORTSE-ISSN: 2324-7096Publisher: SAGE PUBLICATIONS LTD Journal of Investigative Medicine High Impact Case ReportsE-ISSN: 2324-7096Publisher: SAGE Publishing Journal of Investigative Medicine High Impact Case ReportsE-ISSN: 23247096Publisher: SAGE Publications Ltd Journal of Investigative Medicine High Impact Case ReportsE-ISSN: 2324-7096Publisher: SAGE Publications ADVANCES IN HIGH ENERGY PHYSICSE-ISSN: 1687-7365Publisher: HINDAWI LTD COMBINATORIAL CHEMISTRY & HIGH THROUGHPUT SCREENINGE-ISSN: 1875-5402Publisher: BENTHAM SCIENCE PUBL LTD HIGH ENERGY CHEMISTRYE-ISSN: 1608-3148Publisher: MAIK NAUKA/INTERPERIODICA/SPRINGER HIGH ENERGY DENSITY PHYSICSE-ISSN: 1878-0563Publisher: ELSEVIERNot getting the journal you are searching for? So it most likely not indexed in Scopus, WOS, PubMed, DOAJ, UGC CARE. You might also try: Enter the correct title.Check the spelling of the wordsMake sure you have added spaces between words",https://www.liebertpub.com/loi/ham,Not Available,Unknown,Not Available,Likely Indexed,Not Available
Public Health Genomics,Wiley,https://www.karger.com/Journal/Home/224224,2054-4200,Has APC (See https://onlinelibrary.wiley.com/page/journal/gheg/homepage/open-access),Q3,Indexed,42 weeks
Journal Of Agromedicine,"University of Jember, Faculty of Medicine",https://www.tandfonline.com/toc/wagr20/current,"2460-9048, 2714-5654",No APC (DOAJ),Q2,Indexed,Not Available
Toxicology And Industrial Health,Universitas Airlangga,https://journals.sagepub.com/home/tih,"2301-8046, 2540-7872",No APC (DOAJ),Q3,Indexed,Not Available
Archives Of Environmental & Occupational Health,"Shahid Sadoughi University of Medical Science, Yazd, Iran",https://www.tandfonline.com/toc/vaeh20/current,"2588-3070, 2588-3690",No APC (DOAJ),Not Available,Likely Indexed,Not Available
Journal Of Medical Screening,Dove Medical Press,https://journals.sagepub.com/home/msc,1179-1314,Has APC (See https://www.dovepress.com/journal_pricing_bands.php?journal_id=69),Q2,Indexed,Not Available
Noise & Health,Wolters Kluwer Medknow Publications,https://www.noiseandhealth.org/,"1463-1741, 1998-4030",Has APC (See https://journals.lww.com/nohe/Pages/informationforauthors.aspx),Not Available,Likely Indexed,Not Available
Diving And Hyperbaric Medicine,Not Available,https://www.dhmjournal.com/,Not Available,Unknown,Not Available,Not Available,Not Available
Aerospace Medicine And Human Performance,Not Available,https://www.asma.org/journal,Not Available,Unknown,Not Available,Not Available,Not Available
Radiation Protection Dosimetry,Elsevier,https://academic.oup.com/rpd,2666-5557,Free (MU Directory),Q3,Indexed,Not Available
Anales Del Sistema Sanitario De Navarra,"Departamento de Salud del Gobierno de Navarra (Health Department, Goverment of Navarra)",https://scielo.isciii.es/scielo.php?script=sci_serial&pid=1137-6627,2340-3527,No APC (DOAJ),Q4,Indexed,26 weeks
Puerto Rico Health Sciences Journal,University of Puerto Rico Medical Sciences Campus,https://prhsj.rcm.upr.edu/,Not Available,Unknown,Q4,Indexed,Not Available
Radiation And Environmental Biophysics,Springer Science and Business Media Deutschland GmbH,https://www.springer.com/journal/411,Not Available,Unknown,Q2,Indexed,Not Available
Current Radiopharmaceuticals,Bentham Science Publishers,https://www.benthamscience.com/index.php,Not Available,Unknown,Q3,Indexed,Not Available
Radiologic Clinics Of North America,W.B. Saunders,https://www.sciencedirect.com/journal/radiologic-clinics-of-north-america,Not Available,Unknown,Q2,Indexed,Not Available
Journal Of Medical Imaging And Radiation Oncology,Wiley,https://onlinelibrary.wiley.com/journal/17549485,1526-9914,Has APC (See https://aapm.onlinelibrary.wiley.com/hub/journal/15269914/about/open-access),Q2,Indexed,Not Available
Magnetic Resonance Imaging Clinics Of North America,W.B. Saunders,https://www.journals.elsevier.com/magnetic-resonance-imaging-clinics-of-north-america,Not Available,Unknown,Q2,Indexed,Not Available
Hellenic Journal Of Nuclear Medicine,Hellenic Society of Nuclear Medicine,https://www.nuclmed.gr/,Not Available,Unknown,Q3,Indexed,Not Available
Seminars In Roentgenology,W.B. Saunders,https://www.sciencedirect.com/journal/seminars-in-roentgenology,Not Available,Unknown,Q3,Indexed,Not Available
Clinical Linguistics & Phonetics,"TAYLOR & FRANCIS INC CLINICAL LINGUISTICS & PHONETICSE-ISSN: 1464-5076Publisher: TAYLOR & FRANCIS INC Clinical Linguistics and PhoneticsE-ISSN: 14645076Publisher: Taylor & Francis JOURNAL OF PHONETICSE-ISSN: 1095-8576Publisher: ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD JOURNAL OF PHONETICSE-ISSN: 1095-8576Publisher: ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD Journal of PhoneticsE-ISSN: 10958576Publisher: Elsevier Inc. AMERICAN JOURNAL OF CLINICAL ONCOLOGY-CANCER CLINICAL TRIALSE-ISSN: 1537-453XPublisher: LIPPINCOTT WILLIAMS & WILKINS Journal of Pre-Clinical and Clinical ResearchE-ISSN: 1898-7516Publisher: Institute of Rural Health American Society of Clinical Oncology educational book / ASCO. American Society of Clinical Oncology. MeetingE-ISSN: Publisher: American Society of Clinical Oncology Clinical Trials and Meta-analysis/Clinical Trials JournalE-ISSN: Publisher: Elsevier B.V. European Journal of Clinical Chemistry and Clinical BiochemistryE-ISSN: Publisher: Walter de Gruyter GmbH Journal of Clinical Chemistry and Clinical BiochemistryE-ISSN: Publisher: Walter de Gruyter GmbH Journal of Clinical Pathology - Clinical Molecular PathologyE-ISSN: Publisher: BMJ Publishing Group Journal of Clinical Pathology - Clinical Molecular PathologyE-ISSN: Publisher: BMJ Publishing Group Allergy, Asthma, and Clinical Immunology : Official Journal of the Canadian Society of Allergy and Clinical ImmunologyE-ISSN: 1710-1492Publisher: BioMed CentralNot getting the journal you are searching for? So it most likely not indexed in Scopus, WOS, PubMed, DOAJ, UGC CARE. You might also try: Enter the correct title.Check the spelling of the wordsMake sure you have added spaces between words",https://www.tandfonline.com/toc/iclp20/current,Not Available,Unknown,Not Available,Likely Indexed,Not Available
